"","ROW_NAMES","SARS.CoV2_E","SARS.CoV2_M","SARS.CoV2_N","SARS.CoV2_nsp1","SARS.CoV2_nsp2","SARS.CoV2_nsp4","SARS.CoV2_nsp5","SARS.CoV2_nsp5_C145A","SARS.CoV2_nsp6","SARS.CoV2_nsp7","SARS.CoV2_nsp8","SARS.CoV2_nsp9","SARS.CoV2_nsp10","SARS.CoV2_nsp11","SARS.CoV2_nsp12","SARS.CoV2_nsp13","SARS.CoV2_nsp14","SARS.CoV2_nsp15","SARS.CoV2_orf3a","SARS.CoV2_orf3b","SARS.CoV2_orf6","SARS.CoV2_orf7a","SARS.CoV2_orf8","SARS.CoV2_orf9b","SARS.CoV2_orf9c","SARS.CoV2_orf10","SARS.CoV2_Spike","clusterNum","tsne1","tsne2"
"1367","ARMC6",0,2.966483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2819641,0,0,0.9655298,0,0,2,24.6108208874894,13.2551641005618
"1368","TTI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.178148534660723,-5.72927644245802
"1369","ANKRD54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.085276,0,0,0,0,0,0,0,0,0,0,0,0,8,6.40490027629452,-49.4689091372766
"1370","SLC30A6",0,0.1345063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822842,0,0,2,24.2061051570638,37.3587812191104
"1371","TAPT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51126,0,0,2,29.6211350544809,35.6905568524851
"1372","JMJD6",1.379608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9.49163428063263,-6.33703858666495
"1373","MZT2B",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.6301162983019,0.242340638296041
"1374","RPUSD3",0,0,0,0,0,11.8194,0,0,18.09444,0,0,0,0,0,0,6.719929,0,0,0,0,0,0,0,0,0,0,0,6,-2.049518180981,14.901578654819
"1375","DHX57",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-25.1327185244202,33.8713565654597
"1376","MRPL54",0,0,0,0,0,0,0,0,1.758245,0,0.7473097,1.323981,0,1.259219,0,-0.0273233,0,0,0,0,0,0,0,0,0,0,0.5236856,1,-8.08229800446748,-12.0133312843969
"1377","SLC27A4",0,-0.09423222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.619706,0,0,2,34.5819016968319,33.6986561005878
"1378","LETMD1",0,5.513987,0,0,0,0,0,0,0,10.2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09572666,0,0,3,46.6541110096983,-8.36471638712737
"1379","METTL2B",0.53164,-0.06846663,0,0,0,0.2448387,1.215374,0,0.8596931,0.2564426,-0.1438788,0.3937767,0,0,0,0.3689982,0,0,0,0,0,0.1623966,0,0,0,0,0.4990532,1,-25.2738828154775,-5.75364838602538
"1380","C3orf33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,6.9354009782526,27.9081514963417
"1381","TAF2",0,0,0,0,2.498241,0,0,0,3.691422,0,0,0,0,0,0,0,0,0,3.999754,0,0,0,0,0,0,0,5.566109,1,-16.6104885391854,0.931114533882579
"1382","CEP85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441398,0,0,0,0,0,0,0,0,0,0,0,0,8,5.35447375453155,-45.9824819643039
"1383","PRPF8",0,0,0.7561614,0,0.8777902,0.1364623,0,0,-0.2215971,-0.1548844,11.22533,0,0,2.457644,0,0,0,0.3440393,0.591322,0,0,0,0,0,-0.5781283,0,0.08772622,7,-44.2799979982294,34.2118686584283
"1384","TTC27",0,0.7473174,0,0,0,0,0,0,0,0,-0.4628292,0,0,0,0,0,0,0,0,0,0,9.092242,0,0,6.23063,0,0,2,31.2947211787919,28.8568920345019
"1385","SFXN4",-0.07788558,3.877533,0,0,0,0,0,0,-0.4197957,0.9210682,-1.104801,0,0,1.454639,-0.255014,0,0,0,0,0,0,1.964599,0.9921181,0,7.297252,1.84683,0,2,33.1870284817223,26.5220846916164
"1386","FAHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,7.938058,0,0,0,0,0,0,0,0,0,0,0,0,9.047925,1,-10.4823748953424,-18.9818814532182
"1387","ALKBH5",0,0,0,0,0,0,0,0,2.936269,0,0,0,0,0.9156267,0,0.5130411,0,0,0,0,1.406989,0,0,3.912767,0,0,2.182765,8,-0.725111706319025,-27.1501458309764
"1388","INTS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5503971,0,0,1.778963,0,0,2,10.0399919126414,31.1881293677547
"1389","LRRC8B",0,0,0,0,0,0,1.697484,3.497626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-25.4127282245009,-9.34289490115544
"1390","DARS2",0,1.476882,0,0,0,0,0,0,0,0,0,0,0,0.336822,0,0,0,0,0,0,0,0.13734,4.308356,0,-0.1918579,0,0,5,28.9259418569075,-27.1024746432995
"1391","ZC3H14",0,0,0,0,0,0,0,0,0,0,0,2.252798,0,0,0,0,0,0,0.7227141,0,0,0,0,0,0,0,0,4,-16.5497888288189,-26.0791219671995
"1392","CCDC137",0,0,3.293155,0,0,0,0,0,0,0,7.646875,0,0,0,0,0,0,0,1.261389,0,0,0,0,0,0,0,0,7,-38.6766177177829,27.1629384265682
"1393","LARP1",0,0,20.61749,0,0,0,0,0,0,0,9.148479,0,0,0,0,0,0,0.3225215,0,0,0,0,0,0,0,0,0,7,-42.885523517731,21.729983585263
"1394","SLC30A9",0,4.41881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03617171,0,0,2,28.041982831386,12.2175982471832
"1395","TRAF7",0,0,0,0,0,0,0,0,0,0,0,0,4.578288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.27225203811866,-19.2613579082389
"1396","SARM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051347,0,0,0,0,0,6,18.7316706765059,-2.14571977644752
"1397","MTHFD1L",0,0,0,0,0,1.555117,0,0,3.641682,0,0,0,0,1.238748,0,1.935236,0,0,0,2.502176,0,0,1.044499,0,0,0,3.619312,1,-12.341893032438,2.37407376758168
"1398","FIP1L1",4.213901,0,0,0,0,0,0,0,6.274561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.6580853225484,11.5613084430065
"1399","CRTC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.94854,0,0,0,0,0,0,0,0,0,0,0,0,8,6.75792381950031,-54.5355315515264
"1400","POGLUT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.620236,0,0,0,0,5,29.5093190579555,-35.2664127480694
"1401","TMEM205",0,0.5063039,0,0,0,0,0,0,0,2.140728,0,0,0,0,0,0,0,0,0,0,1.871398,0,0,0,0.8581713,0,0,3,36.2219391045239,-5.16882010156688
"1402","SBSN",0,0,0,0,0,0,4.18921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-28.2868017006204,-6.28569886044172
"1403","CWC27",10.56449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5398262,0,0,0,0,0,0,0,0,0,0,0,1,-15.6961492140844,-8.0136481387978
"1404","DRAM2",0,0.9707125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551319,0,0,2,13.4213711372121,22.6424911279967
"1405","CYP26C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858589,0,0,0,0,0,0,0,0,0,1,-18.4554575914899,-15.8582117470283
"1406","BCOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.846358,0,0,0,0,0,0,0,0,0,0,0,0,8,6.18375837006031,-48.7127413517206
"1407","MPRIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77023,0,0,0,0,0,0,0,0,0,0,0,4,-29.0392585835032,-43.5378075507752
"1408","RAB11FIP1",0,0,2.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-33.1858969595921,18.7989383499998
"1409","HACD2",0,2.110068,0,0,0,0,0,0,0,0.8943065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.830875,0,0,2,25.9257186396995,23.4990137266231
"1410","GIGYF2",0,0,0,0,133.5797,0,0,0,0,-0.571582,0,0,0,0,22.78837,-1.557944,0,-0.07265828,0,0,0,0,0,0,0,0,0,1,-25.1679813070641,4.52861148220466
"1411","HSDL2",0,0,0,0,0,0,0,0,0.3489918,1.31849,0.5057163,0,0,0,0,0.1073062,0,0.9146282,0,0,0,0.3216585,0,0,0,0,0,3,32.9845933151485,-10.0946498430048
"1412","CERS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.216461901297646,-4.67761584406082
"1413","EML6",0,0,0,1.706467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4.44875950480919,-0.839738613976112
"1414","LIN28B",0,0,0.09063392,0,0,0,0,0,0,0,8.624216,0,0,0,0,0,0,0,0.1922602,0,0,0,0,0,0,0,0,7,-40.3154862550262,34.5903643834986
"1415","NFXL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540079,0,0,0,0,5,23.482706754747,-24.1019050526433
"1416","QSOX2",0,0,0,0,0,0,0,0,0,13.0788,0,0,0,0,0,0,0,0,0,0,0,0,2.106109,0,0,0,0,3,48.3444764568554,-10.6325569919078
"1417","RBPMS2",0,0,0,0,0,0,0,5.335635,0,0,0,0,0,0,0.742512,0,0,0,0,0,0,0,0,0,0,0,0,1,-25.3691068670831,-10.6640510329519
"1418","ARHGEF18",0,0,0,0,0,0,0,7.475683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-25.6620850209593,-11.0307081087693
"1419","TMPPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,7.76732065395611,27.0682798073886
"1420","CEP128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960125,0,0,0,0,0,0,0,0,0,0,0,4,-26.8531374318637,-20.0011138418603
"1421","TOM1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616147,0,0,0,0,0,0,0,0,0,0,0,4,-27.2853889700749,-24.4560360145482
"1422","XIRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230659,0,0,0,8,3.00956655350093,-25.0084050874241
"1423","ACAD11",0,0,0,0,0,0,0,0,0,0,1.62078,0,0,0,0,1.004235,0,0,0,0,0,0,0,0,0,0,0,7,-18.079689106085,30.0277679327641
"1424","USP54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77799,0,0,0,0,0,0,0,0,0,0,0,0,8,6.67394403567961,-52.8031106465836
"1425","H3C14",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-25.1219818713825,33.9136365593446
"1426","SMIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441398,0,0,0,0,0,0,0,0,0,0,0,0,8,5.55700313291649,-45.8300986981948
"1427","INTS8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,7.84306442356679,27.1388422516624
"1428","NOL8",0,0,0,0,0,0,0,0,0,0,4.267208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-30.5555239718294,35.5907908669293
"1429","CEP68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.236477,0,0,0,0,0,0,0,0,0,0,0,4,-29.7429048509897,-35.0411656971442
"1430","MARK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.27457,0,0,0,8,-3.43563587960955,-32.3819959185778
"1431","COX15",0,0,0,0,0,0.1218725,0,0,0.4153804,1.200616,-0.5623918,0,0,0,0,0,0,0,-0.1779084,0,0,0.8215826,-0.4282552,0,15.51079,-0.09885784,0,2,38.6708066241537,30.4458993786102
"1432","TRMT10C",0,0,0,0,0,0,0,0,2.166213,0,0.01538306,0,0,0.5211406,0,0,0,0,0.3998665,0,0,0,0,0,0,0,1.811063,6,-5.36234385329538,5.59085878831635
"1433","BZW1",0,0.1849043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.368564,0,0,0.6502467,0,0,6,19.0771226168621,-1.76307895714467
"1434","DHX30",0,0,14.08229,0,-0.3464504,0,0,0,0,0,41.93027,0,0,0,0,0,0,0,0.07650655,0,0,0,0,0,0,0,0,7,-52.090607728781,21.1639671688405
"1435","MEPCE",0,0,0,0,0,0,0,0,0,0,22.04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-51.3725844654719,27.1559688387977
"1436","GET4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5503971,0,0,0,3.253074,0,6,15.6919318975635,-7.30705627938647
"1437","LPCAT2",0,0.1345063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822842,0,0,2,24.206205487019,37.3586539043016
"1438","FASTKD5",0,14.12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1566325,-0.3286925,0,2.205901,0,0,2,35.9186236880277,14.666422124609
"1439","HS2ST1",0,0.3734725,0,0,0,0,0,0,0,12.94819,0,0,0,0,0,0,0,0,0,0,0,0,-0.3085772,0,4.335752,0,0,3,48.7408427389426,-9.28786409320038
"1440","PHF5A",0,0,0,0,0,0,0,0,0,0,5.09893,0,0,0,0,0.5398262,0,0,0,0,0,0,0,0,0,0,0,7,-33.0866366466746,36.172385777178
"1441","ERMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.89799,0,0,2,40.987837875126,28.4176989418857
"1442","TRMT1L",0,0,1.044837,0,0,0,0,0,0,0,11.87672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-44.3646965223421,32.2054332191321
"1443","ZC3HAV1",0,0,5.874008,0,0,0,0,0,0,0,26.09771,0,0,0,0,0,0,0,-0.2371038,0,0,0,0,0,0,0,0,7,-51.0914077722097,24.6542444945286
"1444","TICRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.029385,0,0,0,0,0,0,0,0,0,0,4,-33.7875828748562,-14.2423850785515
"1445","NUP54",0,0,0,0,0,0,0,0,0,0,0,80.26187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-41.4582350970241,-27.8816763921272
"1446","MON2",0,1.582624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18.938277521713,8.26071545026336
"1447","MYH14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26897,0,0,0,0,0,0,0,0,0,0,0,4,-30.1426384977155,-39.7621287046815
"1448","NUFIP2",0,0,0,0,0,0,0,0,7.326777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2.67853920462216,11.1807881786602
"1449","MAVS",0,0,0,0,0,0,0,0,0,0.8756722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4524283,0,0,3,33.1717644261859,-7.53750993037832
"1450","NPHP3",0,0,0,0,0,0,0,0,0,0,0,5.004608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-17.4134945253517,-27.9897067763644
"1451","POGLUT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136631,10.68051,0,0,0,0,5,29.3044349108445,-39.255783330766
"1452","HEATR3",0,0.6269368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.640041,0,0,0.328953,0,0,6,22.1573163481795,-0.197074418751524
"1453","C6orf120",0,2.401631,0,0,0,0,0,0,0,0.4608349,0,0,0,0,0,0,0,0,0,0,0,0.366789,0,0,0.03759107,0,0,2,22.1750754865234,9.76534279039384
"1454","GOLGA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.163766,1,-15.2407659120119,2.09765901866689
"1455","IRF2BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.94251,0,0,0,0,0,0,0,44.36196,1,-27.3188397743102,10.9482301976414
"1456","GPR142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20248,0,0,0,0,0,0,0,0,0,0,0,0,8,4.30819697622712,-43.2863567831936
"1457","RBBP6",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-24.962411842231,34.0978940013106
"1458","YTHDF3",1.017066,0,0,0,0.8205652,0,0,0,0,0,0,0,0,0,0.8399376,0,0,0,0,0,0,0,0,0,0,0,0,1,-9.58424293755332,-7.61472268241837
"1459","SLC35E3",0,0.9707125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551319,0,0,2,13.4246868853662,22.6421528010599
"1460","CNTRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0608,0,0,0,0,0,0,0,0,0,0,0,4,-29.428110559693,-38.3213360969005
"1461","PIGW",0,0.4136429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114655,0,0,2,9.87137771207812,23.2264212518792
"1462","MRPL55",0,0,0,0,0,0,0,0,0,0,0.7040893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-17.5194751545145,26.7340544933616
"1463","TMED4",0,0,0,0,0,0.4982096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145977,0,0,2,20.6778031027044,38.2727904486196
"1464","CENPV",0,0,1.537563,0,2.32815,0,0,0,0,0,4.822132,0,0,0,0,0,0,0,3.743978,0,0,0,0,0,0,0,0,7,-36.0044192996782,24.8204075629657
"1465","GALNT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.6701920387751,-20.2138284304028
"1466","SCD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,0.217757291222193,-6.53648211494127
"1467","GLRX5",0,0,0,0,0,5.603422,0,0,0,0,0,0,0,0,0,0,0,0,0,5.335742,0,0,0,0,0,0,0,1,-10.4294662735761,5.00611156811577
"1468","PIP4P1",0,0,0,0,0,0.2987853,0,0,0,0,0,0,0,0,0,0,0,0.8093129,0,0,0,0,0,0,5.595874,0,0,2,29.8549002427344,36.0477550020783
"1469","ADCK1",0,3.141627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.4563352361268,10.9754667680831
"1470","ISCA2",0,0,0,0,0,3.482457,0,0,0,0,0,0,0,0,0,2.286286,0,0,0,0,0,0,0,0,0,0,0,6,7.3909871592847,-8.79059054069999
"1471","NOP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,5.78929219260374,27.5725028235103
"1472","PABPN1",0,0,4.767405,0,1.262618,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998514,0,0,0,0,0,0,0,0,7,-34.6117611027676,20.9990898634963
"1473","PBRM1",0,0,0,0,0,0,0,0,0,0,2.133604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-21.927461663171,31.1278811873922
"1474","YRDC",0,0,0,0,0,0,0,0,17.05688,0,0,0,0,0,0,8.531218,0,0,0,0,0,0,0,0,0,0,0,6,-1.72876712060338,14.5745161607145
"1475","MTDH",1.605562,-0.04300823,0,0,0.3605975,0,0,0,0,0,0,0,0,0,0,-0.02649727,0,0.7808247,0,0,1.752258,1.67792,0,0,0,0.3451136,0,6,3.2844922792405,3.10442066625412
"1476","ZNF598",1.416378,0,0,0,39.52714,0.2604817,0,0,1.937763,0,0,0,0,0.7321883,0,-0.9887049,2.545221,0,0.2434169,4.443826,0,0,0,0,0,0.1373886,4.44047,1,-24.4132275696174,3.82746728861537
"1477","GPAT4",0,1.793117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2400085,0,11.08211,0,0,2,36.3652725895305,31.699595758628
"1478","KTN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.18239,0,0,0,0,0,0,0,0,0,0,0,4,-28.935561362625,-43.8138911166567
"1479","NLRX1",0,0,-0.1989314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76312,0,0,2,40.5628320635063,28.8454570672708
"1480","LUZP1",0,0,0,0,0,4.404343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.52324456143981,-9.6497594676115
"1481","ALYREF",0,0,0,0,0,0,0,0,0,0,10.60195,0,0,0,0,0,0,0,15.15309,0,0,0,0,0,0,0,0,7,-25.2660453241729,15.4348484782643
"1482","GPR180",0,0,0,0,0,0,0,0,0.2748585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879346,0,0,2,30.6295915743636,35.5332076189119
"1483","LAPTM4B",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.4017454624727,0.778012088774516
"1484","ZC3H18",10.08303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4190094,0,0,0,0,0,0,0.01489018,0,0,0,0.5236856,1,-15.6255589438556,-7.97498500117606
"1485","CAND1",0,21.49246,0,0,0,0,0,0,-0.5793345,-0.5126218,0,0,0,0,0,0,0,0,0,0,0,16.58304,0,0,19.49877,0,0,2,39.3241591824035,21.3696976669383
"1486","RETREG3",0,-0.01451996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.558939,0,0,2,31.923146100233,34.9480589743562
"1487","COMTD1",0,0,0,0,0,0,0,0,0,0.8756722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4524283,0,0,3,33.1690555746558,-7.53288057268611
"1488","LRP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,25.4860117841515,-26.8548034772783
"1489","THOC6",0,0,0,0,0,0,0,0,1.037698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.43968931350274,4.56389748121229
"1490","COA5",0,0,0,0,0,9.934608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.78605904861184,-12.1256336366056
"1491","RPS19BP1",0,0,0,0,0,0,0,0,8.163136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28449,1,-15.6753539502194,0.910824692048711
"1492","NCAPG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.128284,0,0,2,25.460737245746,37.1132387841544
"1493","DDX42",0,0,0,0,0,0,0,1.323754,0,0,0,0.7106303,0.9797206,0.6787323,0,0.264898,0,0,0,0,0,0,0,0,0,0,0,1,-22.6082976600377,-9.88162850682096
"1494","VRK2",0,2.395911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3653696,0,0,0.5479235,0,0,2,22.4349643342591,10.354953565281
"1495","NDUFA11",0,2.419946,0,0,0,0,0,0,0,2.376149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.952363,0,0,2,26.3936273503351,24.2706926470139
"1496","DNAAF5",0,5.359138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71092,0,0,7.595307,0,0,2,33.7873441757333,22.0330390504399
"1497","PTRH1",0,0,0,0,5.95739,0,0,0,4.780897,0,0,0,0,6.173737,0,0,0,0,0,0,0,0,0,0,0,0,6.038734,1,-17.7861397357221,0.659504304097603
"1498","STX12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873593,0,0,2,32.5988647262678,35.2766940403202
"1499","ERO1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16031,0,0,0,0,5,29.1393114282058,-38.7138744773221
"1500","PTOV1",0,0,2.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-33.1858969595921,18.7989383499998
"1501","MIB1",0,0,0,0,0,0,0,0,0,0,0,53.70812,0,0,0,1.861199,0,0,0,0,0,0,0,0,0,0,0,4,-40.6924168615229,-27.7121270914908
"1502","ERC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.89182,0,0,0,0,0,0,0,0,0,0,0,4,-28.6643862064947,-45.4200683034116
"1503","CBWD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.0235741233138,-20.6364637095272
"1504","RIOX2",0.5855866,0,0,0,0,0,0,0,0.9692212,0,3.919081,0,0,0.4158253,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-28.0538002208868,35.7841363136466
"1505","MYO18B",0,0,0,0,0,0,0,0,0,0,0,0,1.282097,0.9811083,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.262560068912902,-17.4554732567209
"1506","TRAPPC5",0,0,0,0,0,0,0,0,0,2.242288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37.3336969325114,-8.81965424910834
"1507","TMEM126B",0,0.3195338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.778963,0,0,2,9.48066235142509,33.7044859694565
"1508","PLD3",0,0,0,0,0,0.2433109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596144,6.51937,0,0,0,0,5,28.0997587799046,-33.540665801867
"1509","P3H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,25.4666428116634,-26.8573316229221
"1510","SLC44A2",11.16228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15.7678331264738,-8.03694528398551
"1511","FOXRED2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.080157,0,0,0,0,5,28.2086863660276,-30.3700430114788
"1512","GCC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.26478,0,0,0,0,0,0,0,0,0,0,0,4,-29.8900899456144,-37.862866084047
"1513","CCDC28A",0.8464997,0,0,0,0,0,0,0,0.5045896,0,0.821627,0,0,0,0.6693712,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.81861197616703,-4.8485959592215
"1514","BRSK2",0,0,0,0,0,13.24614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.18409531092444,-12.9435146330608
"1515","ZC3H7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.1796,0,0,0,0,0,0,0,0,0,0,0,0,8,6.28609664738325,-57.6782994931145
