"","ROW_NAMES","SARS.CoV2_E","SARS.CoV2_M","SARS.CoV2_N","SARS.CoV2_nsp1","SARS.CoV2_nsp2","SARS.CoV2_nsp4","SARS.CoV2_nsp5","SARS.CoV2_nsp5_C145A","SARS.CoV2_nsp6","SARS.CoV2_nsp7","SARS.CoV2_nsp8","SARS.CoV2_nsp9","SARS.CoV2_nsp10","SARS.CoV2_nsp11","SARS.CoV2_nsp12","SARS.CoV2_nsp13","SARS.CoV2_nsp14","SARS.CoV2_nsp15","SARS.CoV2_orf3a","SARS.CoV2_orf3b","SARS.CoV2_orf6","SARS.CoV2_orf7a","SARS.CoV2_orf8","SARS.CoV2_orf9b","SARS.CoV2_orf9c","SARS.CoV2_orf10","SARS.CoV2_Spike","clusterNum","tsne1","tsne2"
"141","PLRG1",0,0,0.7575118,0,0,0,0,0,0,0,16.82854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-48.5657876237732,29.5931966308701
"142","PRC1",0,0,0,0,0,0,0,0,4.998101,0,0,5.22142,0,0,0,2.520012,0,0,0,0,0,0,0,0,0,0,0,4,-14.5483143517174,-27.4580058862899
"143","RGS10",0,0,0,2.163749,0,0.9178325,0,0,0,0,0,0,0,0,0,1.537718,0,0,0,2.001955,0,0,0,0,0,0,3.758451,1,-11.6137040182829,1.209630629549
"144","ZNF207",4.616119,0,0,0,0,0,0,0,1.823047,0,0,0,0,2.694224,0,0.5999716,0,5.972036,0,0,3.918964,0,0,0,0,0,5.503537,1,-15.6129631193296,-15.6867842733259
"145","NDUFB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447117,0,0,2,23.2526370368794,38.6708066248436
"146","NDUFB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,10.3367012961931,35.5148199146554
"147","NDUFA2",0,0.2463931,0,0,0,0,0,0,0.5045896,0.5713023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7750875,0,0,2,9.42105562901421,18.4742888499038
"148","TRAF3IP2",0,0,0,0,3.303797,1.925242,0,0,0,0,0,0,0,0,0,0,0,3.472295,0,2.105715,0,0,0,0,0,0,0,1,-21.7295862291617,-3.4569168435032
"149","SYNGR1",0,1.476882,0,0,0,0.219782,0,0,2.517492,0.2313859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080564,0,0,2,13.3774002934189,17.9901046528947
"150","SYNGR3",0,1.380047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.663462,0,0,2,23.9710460220176,22.9955849158521
"151","SLC25A20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,6.97783722379919,28.1976502483907
"152","MYO1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.67777,0,0,0,0,0,0,-0.1316005,0,0,0,0,4,-29.3066581712223,-41.8251064010651
"153","SLC25A17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4366371,6.558939,0,0,2,31.9403876635622,34.9585867403863
"154","NUDT21",0,0,0,0,0,0,0,0,15.7227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.826100548303426,14.2604018548726
"155","LANCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92963,0,0,0,0,0,0,0,1,-10.0209044700694,6.32840982631291
"156","RRP9",0,0,35.14234,0,0,0,0,0,0,0,2.669837,0,0,0,-0.1046839,0,0,0,0,0,0,0,0,0,0,0,0,7,-42.590966473837,20.4857584431267
"157","SCO2",0,1.019087,0,0,0,-0.1406894,0,0,0,-0.2913919,-0.6917133,0,0,4.077727,6.690509,0,0,0,0,0,0,-0.3080717,10.34272,0,-0.1997744,0.9341774,0,5,26.1913049019978,-38.9508875419926
"158","AKAP8",0,3.724636,0,0,0,0,0,0,0,0,0,0,0,0,8.054104,0,0,0,0,0,0,0,0,0,0,0,0,8,7.44058474169948,-50.4722155628592
"159","SLC37A4",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.2278284609282,0.100418754785992
"160","CALU",0,18.90677,0,0,-0.05813747,-0.2414746,0,0,-0.3533622,0,-1.030689,0.4913949,0,0.3947343,6.138446,0,0,0,0,1.658162,0,-0.2097568,0,0,-1.028358,0.7341111,0.2746579,2,37.2602223564209,14.2522450281241
"161","NDUFS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1073062,0,0,0.3998665,0,0,0,0,0,2.669728,0,0.6583151,2,17.0847944873813,39.3308105281717
"162","TIMM8A",0,0,0,0,0,0,0,0,0,0,-0.05875018,0,0,0,0,0,0,0,0,0,3.196607,0,1.337106,0,0,2.33528,0,6,6.49056302231084,4.20180704281544
"163","PRPSAP2",0,0,0,0,0,0,0,0,1.838522,0,0,0,0,0,0,0,1.293838,0,0,0,0,0,0,0,0,0,0,6,-3.96564045757575,6.45837132734091
"164","SMARCA5",0,0,0,0,4.26992,0,0,0,0,0,0,0,0,0,0,0,0,0,8.568476,0,0,0,0,0,0,0,0,1,-21.9332689189961,13.8657855472079
"165","URB1",0,0,0,0,0,0,0,0,0,0,18.87834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4216593,0,0,7,-49.9140506200376,28.8340328416903
"166","OPA1",0,0.8498958,0,0,0,0,0,0,0.4431008,0,0,0,0,0,0,0,0,0,0,0,0,1.318618,0,0,0.08656967,0,0,6,16.9838694741664,-0.339658872138563
"167","KIF1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960125,0,0,0,0,0,0,0,0,0,0,0,4,-26.2431995031859,-20.5064690272358
"168","TBC1D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412159,0,0,0,0,0,0,0,0,0,0,0,4,-27.6701914200702,-27.3797898942739
"169","NME2P1",0,0,0,0,0,0,2.063342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.7134075862483,-6.24792984594102
"170","FADS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.270541791427369,-5.04730957982938
"171","MAN1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241931,0,0,0,0,5,27.0677360220848,-28.8504638594424
"172","SYNCRIP",0,0,5.783203,0,0,0,0,0,0,0,8.004746,0,0,0,0,0,0,0,4.869445,0,0,0,0,0,0,0,0,7,-37.8071801735027,25.0808413767966
"173","CDC40",0,0,0,0,0,0,0,0,0,0,1.429515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-19.477353169742,28.8271566622044
"174","GMDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556408,0,0,0,0,0,0,0,1,-10.6558596843364,6.76667996494788
"175","CCNT1",0.8464997,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551578,0,0,0,0,0,0,0,0,0,0,0,0,8,5.7497777781688,-48.3022467683932
"176","PLOD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99725,0.165245,0,0,0,5,30.0849885118917,-44.4022303745923
"177","EIF4E2",0,0,0,0,34.66795,0,0,0,0,0,0,0,0,0,2.659511,0,0,0,-0.1234653,0.4147398,0,0,0,0,0,-0.04441466,0,1,-24.3617737612965,3.75685301325377
"178","SELENOF",0,0,0,0,0,1.232094,0,0,0,0,0,0,0,0,0.1504053,0,0,0,0,0,0,0,8.340467,0,0,0.7090834,4.200493,5,30.726594756691,-35.0471457563399
"179","TPST2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745309,0,0,2,18.1240894836888,37.738479159534
"180","CTNND1",0,0,0,0,0,0,0,0,7.691403,0,0,5.102745,0,11.08453,0,1.496365,0,0,3.863443,0,0,0,0,0,0,0,0,1,-10.1060964166016,-17.3604215845219
"181","ICMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,11.4037008966288,35.7884946004421
"182","EIF1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960125,0,0,0,0,0,0,0,0,0,0,0,4,-26.6239126249522,-21.0579289469683
"183","DPM1",0.5936698,3.377008,0,0,0,2.713556,0,0,-0.8749019,4.055507,-2.413036,0,0,2.23612,-0.1202116,-0.8962618,0,0,-0.7512132,0,0,2.724614,9.475743,0.8059487,-0.9812388,6.354226,0,5,25.6626799163544,-36.0046138112965
"184","USO1",0,0,4.431211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660689,0,0,0,7,-34.4550882397836,20.1392256161104
"185","SLC19A2",0,2.59903,0,0,0,0,0,0,1.374113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.4032898591614,11.3419171513799
"186","MRPS14",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-24.6432487412217,34.1705695879705
"187","TOM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.028306,0,0,0,0,0,0,0,0,0,0,0,4,-28.6766651754872,-31.2202147997596
"188","PQBP1",2.801023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.9720120877131,-6.79309367698972
"189","TIMM17B",0,0.1359257,0,0,0,0,0,0,0,0.4608349,0,0,0,0,0,0,0,0,0.4449969,0,0,0,0,0,2.005313,0,0,2,12.6650849040066,34.6296226846516
"190","PRAF2",0,0.443176,0,0,0,0,0,0,0,1.10284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.750878,0,0,2,22.1186925088802,34.6376568372395
"191","DKC1",0,0,5.393431,0,0,0,0,0,0,0,24.41569,0,0,0,0,0,0,0,3.343108,0,0,0,0,0,0,0,0,7,-50.6591568095371,24.6776281330725
"192","EDF1",17.43742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.82721,0,0,0,0,0,0,0,0,0,1,-16.2353699075656,-14.5523308430896
"193","KIN",0,0,0,0,0,0,0,0,0,0,0.4753508,0,0,0,0,0,0,0,0,0,1.223123,0,0,0,0,0,0,6,4.96581711376732,1.89672637549226
"194","DNAJA2",2.042084,-0.9709362,0,-0.1769122,0,-1.292895,0,0,-0.5645089,0.1774173,-4.277532,-0.828229,0,8.475127,1.726496,-2.794855,0.02034061,0,-0.7948069,-0.2566018,1.507276,8.862494,11.42591,0.6879977,1.83351,17.09533,0,5,19.8770191326904,-34.6479076712155
"195","BRD4",11.16228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15.7678331264738,-8.03694528398551
"196","HUS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.798154,2.028338,0,0.2435268,0,0,6,20.7937412947811,-2.62284147582873
"197","RNGTT",0,-0.5146695,0,0,0,0,0,0,0,-0.1622858,0,0,0,0.3590619,0,0,0,0,0,0,0,0,27.54208,0,-0.5060525,-0.09907317,0,5,29.9549130646421,-46.1015342368468
"198","ABCB7",0,3.724636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9306408,0,1.615772,0,0,2,25.4352118354809,14.721022725874
"199","FAM20B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.518124,0,0,4.214185,0,0,2,30.3024427470578,29.2691550177839
"200","WDR1",0,0,0.3940033,0,0.5901642,0,0,0,0,0,0,0,0,0,0,2.672241,0,0,0,0,0,0,0,0,0,0,0,4,-27.2514819088842,-28.3388791767157
"201","CAND2",0,0.3248093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.369022,0,0,4.870153,0,0,2,30.7646961136409,29.1451341341767
"202","DNAJB6",0.0990015,9.923507,0,0,0,0,0,0,0,0,0.1095755,0,0,-0.07075978,-0.07812695,0,0,0,0,0,0,0.7646528,0.9225248,0,1.172373,0,0,2,33.6615731319711,14.2901013978347
"203","GGCT",0,0,0,1.173359,0.6499988,0,0,0,0,0,0,0,0,0,0,1.008259,1.126589,0,0,0,0,0,0,0,0,0,0,4,-30.4912645689225,-14.7898411086779
"204","NDUFS7",0,0.550763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6094874,0,0,0,0,6,12.960247360646,-2.38187561427367
"205","RTN2",0,0.3220244,0,0,0.7256301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236898,0,0.8895442,1,-10.2586143047571,-1.43798013701476
"206","NDUFS2",0,6.751212,0,0,0,0,0,0,0,-0.2609134,0,0,0,0,19.11056,0,0,0,0,0,0,-0.2461911,2.978524,0,0.04682442,0,0,8,7.24669070471477,-53.3323430047933
"207","DUSP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.620236,0,0,0,0,5,28.9751590903371,-35.2374577005565
"208","HMMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960125,0,0,0,0,0,0,0,0,0,0,0,4,-27.2319378100161,-20.7307103775847
"209","TBCA",0,0,0,0,0,0,0,0,0,0,0,0,0,9.788761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.97337906863982,-17.8418392843528
"210","MPDU1",0,1.263514,0,0,0,0,0,0,0,2.248087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9655298,0,0,3,36.7207361896482,-6.00639542251293
"211","MACROH2A1",0,0,0,0,7.263396,0,0,0,0,0,0,0,0,0,0,0,0,0,4.289947,6.00461,0,0,0,0,0,0,0,1,-19.8917018116993,10.7695065868721
"212","VAMP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-2.24119905209899,-4.99990756915167
"213","NDUFS6",0,0,0,0,3.421943,2.014073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398971,0,0,1,-22.3243230999128,-1.15662230366295
"214","CS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441398,0,0,0,0,0,0,0,0,0,0,0,0,8,5.35447375453155,-45.9824819643039
"215","SEC22B",0,0.1709425,0,0,0,-0.1880061,0,0,0,8.831806,0,0,0,0,0,0,0,0,0,0,0,-0.2704481,0.4681238,0,5.82163,2.917622,0,3,47.9918886962321,-8.40185953577131
"216","CDC45",0,2.188159,0,0,0,0,0,0,0,0.9627668,-0.7743893,0,0,1.387706,0,0,0,0,0,0,0,3.032577,1.113632,0,3.827933,1.217533,0,2,24.8242628401302,25.5020917157084
"217","MTX2",0,-0.2120766,0,0,0,1.415416,0,0,0,1.45058,0,0,0,0,0,0,0,0,0,0,2.50346,1.165592,0,0,2.362366,0,0,6,10.5783542689264,8.01863334305283
"218","PMPCB",0,22.84176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37.9368989815961,13.7504170990476
"219","GPC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540079,0,0,0,0,5,23.5333224180078,-24.6942893772607
"220","NDUFS3",0,3.946987,0,0,0,0.2600382,0,0,0,0,0,0,0,-0.278407,24.28822,0,0,0,0,0,0,-0.3394859,4.95598,0,2.728225,-0.3206305,0,8,7.23160283457453,-54.0653327067536
"221","SRSF10",0,0,0,0,0,0,0,0,0,0,0,0.8792028,0,0.8473048,0,0,0,0,0,0,0,0,0,0,0.3186248,0,0,1,-5.1249541090925,-12.3618076386525
"222","HSBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3287459,10.12662,0,0,0,0,0,0,0,0,0,0,0,4,-29.9521207995602,-37.1643367211138
"223","BANF1",0,0,0,0,9.572413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-22.7013519348783,1.70769804350785
"224","SF3B1",0,0,1.516687,0,0,3.772506,0,0,0,0,20.39537,0,0,0,0,0,0,0,0,6.215524,0,1.729581,0,0,-0.2341967,0,6.59968,7,-51.1469073197694,29.6948201310133
"225","CSDE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64634,0,0,0,8,-1.64619977023602,-30.547505703557
"226","WBP4",0.8484936,0,0,0,0,0.5616923,0,0,0.5065835,0,0,0,0,0.6787323,0,0,0,0,0,0,0,0,0,0,0,0,0.8159069,1,-7.58677153916118,-7.81007036979197
"227","MYCBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06575,0,0,0,0,0,0,0,0,0,0,0,0,8,6.71410117156083,-53.905667358036
"228","GCAT",0,-0.2530778,0,0,-0.04576862,-0.136069,0,0,0.5293359,0,0,0,0,1.777117,0,0,0.4308212,0,0,1.282346,0.9272119,0.0308403,3.755732,0.4781035,-0.06385727,0.3501228,1.466679,5,24.1126573636351,-28.2101140865796
"229","NPM3",0,0,0,0,1.397676,0,0,0,0.3092973,0,0,0,0,1.451966,0,0,0,0,0,0,0,0,0,2.630656,0,0,0.6186207,8,1.10297295576763,-26.4375923082703
"230","ERAL1",0,4.296071,0,0,0,0,0,0,0.09922697,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200581,1.994079,0,0,0,2,28.8049297666556,10.5232915749313
"231","SNRNP200",0,0,0,0,0.4683007,0,0,0,-0.1484547,0,13.81845,0,0,0.5225902,0,0,0,0,2.214068,0,0,0,0,0,0,0,0.8010961,7,-46.4247244067544,31.2022758340634
"232","SURF6",0,0,6.528412,0,0,0,0,0,0,0,9.273615,0,0,0,0,0,0,0,-0.01425347,0,0,0,0,0,0,0,0,7,-39.736589188202,25.7352571817391
"233","PPM1B",0,0,0,0,0,0,0,0,0,0.5114677,0.1111463,0,0,0,0,0,0,0,0,0,0,0,0,4.423996,0,0,0,8,1.06166633618895,-28.3081532206744
"234","UTP20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1133916,0,0,9.320682,0,0,2,35.2535550893598,33.2128506058103
"235","NUP155",0,12.31669,0,0,0,0,0,0,21.76857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.619323942439054,14.8877065920371
"236","SLC25A12",0,2.730718,0,0,0,0,0,0,0,0,0,0,0,0.1721042,0,0,0,0,0,0,0,1.0257,-0.1995166,0,3.380227,0.7381812,0,2,26.1747754134117,22.2604949242
"237","ATP6AP2",0,3.94475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27.1216953511957,11.9063170872304
"238","POP7",1.15087,0,0,0,0,0,0,0,0,0,0.4753508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9.30274930338491,-6.03307149436825
"239","EIF3G",1.410301,1.292865,0,0,0,0,0,0,0.7161203,0,0,0,0,0,0,0.2254254,0,0,1.62348,0,0,0,0,0,0.3889165,0,0,1,-12.2198645210104,13.9053333366974
"240","ZMPSTE24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,8.29366320456796,28.0248377238698
"241","SCO1",0,0.01287053,0,0,0,-0.143469,0,0,0,2.804437,-0.5321865,0.005469042,0,0.4208252,3.398795,-0.4402633,0,0,0,0,0.2155854,0.01581616,5.92352,0,-0.3834479,0,0,5,26.8283839423096,-32.8474076851665
"242","ALDH1L1",0,0.1345063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774715,0,0,0,0,5,27.4359613755326,-30.0361258110258
"243","DGAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,11.241620614911,35.9330681777234
"244","ARL6IP5",0,5.006936,0,0,0,0,0,0,0.08055875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.349411,0,0,2,28.5950386243552,20.4074018364491
"245","BCAS2",0,0,2.181598,0,0,0,0,0,0,0,13.17603,0,0,0,0,0,0,0,-0.002370025,0,0,0,0,0,0,0,0,7,-45.0165077564143,31.2050990847027
"246","DNAJC8",0,0,0,0,0,0,0,0,0,0,0,0,0,25.00964,0,11.73183,0,25.09936,0,0,0,0,0,0,0,0,0,1,-15.9733768311537,-17.5320053133085
"247","ATP5PD",0,2.46802,-0.4539571,0,0.3274617,-0.2322578,0,0,20.84713,1.564269,-0.7368142,0,0,0,-0.2384239,0,0,0,0,0,0,0,0,0,5.852315,0,0,6,-0.354951620036323,15.5391971799355
"248","FLOT1",0,0,0,0,0,0,1.470399,0,0.4447549,0,0,0,0,0,0,0.2030694,0,0,0,4.241495,0,0,0,0,0,0,0,1,-9.79171492719191,6.25274481062241
"249","ATP5MG",0,0.2530769,0,0,0.4875419,0,0,0,17.24287,0,0,0,0,0,0,0,0,0,0,0,0.2751855,0,0,0,1.573162,0,0,6,-0.737928898252373,14.5664208353432
"250","CPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,26.0630089569891,-26.2492237176542
"251","GLRX3",0,0,0,0,0.2867947,0,0,0,0.1413855,0,-0.1922232,0,0,3.117448,0,0.2708446,0.7633845,0,0,1.95755,0,0,0,0,0,0,2.474447,1,-4.86593943072991,-10.7825375434702
"252","RSL1D1",0,0,29.21257,0,-0.4646875,0,0,0,0,0,46.19299,0,0,-0.4358374,0,0,0,0,0.6205121,0.4360982,0,0,0,0,0,0,0,7,-50.9047263140779,19.4315522629449
"253","WFS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.192426,0,0,2,31.2376344554081,35.1546108570044
"254","CLPX",0,0,0,3.435924,1.849984,0,0,0,0,0,0,0,0,0,0,1.986955,3.294196,0,0,3.194441,0,0,0,0,0,0,0,4,-31.0343488599407,-13.8370061551305
"255","STC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86217,0,0,0,0,5,29.406521112821,-40.357323541034
"256","CIAO1",0,1.061934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76152,0,0,2.132213,0,0,2,14.1812701671231,26.710666855164
"257","SRP72",0,0,-0.3964782,0,0,-0.4524816,0,0,-0.5075904,0,69.90504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-54.3964643108074,20.796282266916
"258","JTB",0,0,0,0,0,0,0,0,0,2.653552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370995,0,0,3,38.8123993549189,-6.79575401449166
"259","B3GAT3",0,-0.2991138,0,0,0,0,0,0,0,5.790987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.295752,0,0,2,37.0329312948952,35.6665590558022
"260","SLIT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241931,0,0,0,0,5,26.1157982596752,-29.2161697326408
"261","LTN1",0,7.704302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40566,0,0,1.718212,0,0,2,36.550043481223,18.6104212620379
"262","TOMM70",0,0,0,0,0,0,0,0,0,-0.7309856,0,0,0,0,0,0,0,0,0,0,0,0,-0.8599235,203.4646,-1.590299,0,0,8,-3.66284292177207,-32.722717350415
"263","IPO13",0,2.787194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855741,0,0,0.3066548,0,0,2,26.2580709357386,8.19916372499791
"264","MYO1D",0.4615436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74123,0,0,0,0,0,0,0,0,0,0,0,4,-29.8518529293383,-38.0875006662681
"265","UFL1",0,3.141627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.2453104301111,11.5301166085629
"266","LRIG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.6762263236371,-20.2152800444299
"267","ERLIN2",0,0,0,0,0.11809,6.874458,0,0,1.025877,0,0,0,0,0,0,-0.2690047,0,0,0,0,0.386844,2.431308,0,0,-0.05452012,0.1026061,0.2820042,6,8.57157395940963,-10.891129402755
"268","PRPF6",0,0,0,0,0,0,0,0,0,0,1.429515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-19.0111515520379,29.093727315219
"269","ENDOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.908882,0,6,16.5019745357278,-8.24184703285664
"270","AP2A2",0,0,0,0,0,0,0,0,0,0,0,0,25.95889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2.79795692443991,-22.261172027898
"271","YIF1A",0,4.91486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378585,0,0,2,28.955184719596,12.6161143251631
"272","DUSP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461924,0,0,0,0,0,0,0,0,0,1,-18.2123822418031,-16.0113558543836
"273","NXPH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,25.4844194912474,-26.835432641312
"274","ZFPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,10.5598333825367,36.2473637940772
"275","ELP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.9583873271507,-20.4774703577958
"276","NDUFA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,8.18227904903672,27.6244523055086
"277","NDUFB4",0,-0.04300823,0,0,0,0.2702971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91715,0,2.746996,0,0,5,29.3739359021335,-21.9243184298196
"278","RTN3",0,11.85495,0,0,0,-0.1358275,0,0,0.5300677,0,0,0,0,0,0,0,0,0,-0.1400616,0,0.2232269,0.0313306,-0.3181634,0,2.1733,0,0,2,35.1230014597218,14.6760323572339
"279","ZRANB2",2.445442,0,0,0,1.849984,0,0,0,0.6759448,0,0,0,0,0,0,0.67697,0,0,2.458765,0,0,0,0,0,0,0,1.303965,1,-13.5700670093489,-3.52304073028758
"280","KIF20A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960125,0,0,0,0,0,0,0,0,0,0,0,4,-26.3429850254774,-20.3369196713057
"281","GOSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.227804871590809,-5.93770391374473
"282","SLC25A14",0,0.550763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6094874,0,0,0,0,6,12.9602650047513,-2.38185070082702
"283","ATE1",0,0,0,0,0,0,0,0,0,0,17.77292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-49.2518106221368,29.3123182075088
"284","VAPB",0,0,0,0,1.475754,1.292417,0,0,0,2.364621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008777657,0,0,3,37.7285964426153,-10.1572420786074
"285","MPZL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.298705,0,0,0,0,0,0,0,0,1,-18.022142211879,15.804890170288
